x (nm),y (nm),zpen (mm),Force (N),Freq Shift (Hz)
13.56853,-46.7592,16.492,0.001,-2.804
13.56553,-46.7602,16.483,0,-2.799
13.56453,-46.7602,16.483,0,-2.799
13.56453,-46.7602,16.483,0,-2.797
13.56353,-46.7592,16.483,0,-2.794
13.56253,-46.7562,16.477,0.002,-2.79
13.56253,-46.7562,16.477,0,-2.799
13.56253,-46.7562,16.477,0,-2.799
13.56253,-46.7562,16.477,0,-2.803
13.56253,-46.7552,16.472,0,-2.798
13.56153,-46.7552,16.467,0,-2.801
13.56053,-46.7542,16.462,0,-2.802
13.55953,-46.7522,16.452,0.001,-2.801
13.55953,-46.7512,16.433,0.003,-2.81
13.56053,-46.7472,16.413,0.003,-2.797
13.56053,-46.7432,16.361,0.001,-2.795
13.56053,-46.7422,16.356,0,-2.79
13.56053,-46.7422,16.356,0,-2.798
13.55953,-46.7442,16.345,0,-2.799
13.55953,-46.7452,16.341,0,-2.799
13.55953,-46.7452,16.341,0,-2.798
13.55953,-46.7452,16.341,0,-2.798
13.55953,-46.7462,16.333,0,-2.798
13.55953,-46.7462,16.338,-0.001,-2.802
13.55853,-46.7472,16.329,0.001,-2.802
13.55853,-46.7472,16.329,0,-2.796
13.55853,-46.7482,16.321,0.001,-2.799
13.55853,-46.7482,16.321,0,-2.804
13.55853,-46.7482,16.312,0,-2.805
13.55853,-46.7502,16.278,0.001,-2.802
13.55653,-46.7512,16.261,0.001,-2.8
13.55253,-46.7522,16.244,0,-2.804
13.55053,-46.7532,16.241,0.001,-2.804
13.54953,-46.7552,16.229,0.002,-2.803
13.54553,-46.7582,16.213,0.001,-2.8
13.54053,-46.7632,16.172,0.003,-2.802
13.53953,-46.7632,16.164,0,-2.799
13.53753,-46.7632,16.164,0,-2.799
13.53553,-46.7632,16.155,0,-2.798
13.53353,-46.7662,16.135,0.004,-2.797
13.52953,-46.7722,16.095,0.002,-2.804
13.52853,-46.7742,16.069,0,-2.797
13.52753,-46.7742,16.061,0,-2.802
13.52553,-46.7742,16.061,0,-2.804
13.52253,-46.7742,16.061,0,-2.802
13.51953,-46.7742,16.061,0,-2.798
13.51453,-46.7742,16.044,0.002,-2.793
13.51253,-46.7742,16.008,0.003,-2.797
13.51153,-46.7762,15.983,0.002,-2.803
13.51253,-46.7782,15.971,-0.001,-2.799
13.51253,-46.7792,15.981,0,-2.8
13.51253,-46.7792,15.981,0,-2.804
13.51253,-46.7782,15.971,0,-2.803
13.51253,-46.7772,15.966,0,-2.796
13.51153,-46.7782,15.971,0,-2.79
13.51153,-46.7782,15.971,0,-2.794
13.51153,-46.7782,15.971,0,-2.801
13.51153,-46.7782,15.976,0,-2.796
13.51153,-46.7792,15.981,0,-2.798
13.51153,-46.7782,15.976,0,-2.795
13.51153,-46.7782,15.976,0,-2.803
13.51253,-46.7792,15.976,0,-2.802
13.51253,-46.7792,15.976,0,-2.804
13.51253,-46.7782,15.971,0,-2.802
13.51253,-46.7762,15.961,0.001,-2.798
13.51253,-46.7762,15.961,0,-2.8
13.51253,-46.7742,15.951,0.001,-2.801
13.51253,-46.7752,15.942,0,-2.8
13.51253,-46.7752,15.942,0,-2.806
13.51253,-46.7752,15.942,0,-2.801
13.51253,-46.7752,15.942,0,-2.8
13.51253,-46.7752,15.942,0,-2.8
13.51253,-46.7752,15.942,0,-2.799
13.51253,-46.7762,15.947,0,-2.803
13.51253,-46.7752,15.956,-0.003,-2.801
13.51253,-46.7752,15.956,0,-2.796
13.51253,-46.7752,15.956,0,-2.802
13.51253,-46.7752,15.956,0,-2.796
13.51253,-46.7752,15.956,0,-2.806
13.51353,-46.7752,15.956,0,-2.794
13.51353,-46.7752,15.956,0,-2.8
13.51353,-46.7752,15.956,0,-2.798
13.51353,-46.7752,15.956,0,-2.806
13.51353,-46.7752,15.956,0,-2.803
13.51353,-46.7752,15.956,0,-2.804
13.51353,-46.7752,15.964,0,-2.795
13.51353,-46.7742,15.959,0,-2.802
13.51353,-46.7732,15.954,0,-2.795
13.51453,-46.7732,15.954,0,-2.799
13.51453,-46.7732,15.954,0,-2.8
13.51553,-46.7742,15.946,0.001,-2.8
13.51553,-46.7742,15.946,0,-2.801
13.51553,-46.7752,15.951,0,-2.798
13.51553,-46.7752,15.951,0,-2.803
13.51553,-46.7752,15.951,0,-2.805
13.51553,-46.7752,15.951,0,-2.8
13.51653,-46.7752,15.951,0,-2.799
13.51653,-46.7752,15.951,0,-2.799
13.51653,-46.7752,15.951,0,-2.801
13.51653,-46.7752,15.951,0,-2.798
13.51653,-46.7762,15.961,0,-2.792
13.51653,-46.7772,15.966,0,-2.795
13.51753,-46.7772,15.966,0,-2.801
13.51753,-46.7772,15.966,0,-2.8
13.51953,-46.7782,15.966,0,-2.805
13.51953,-46.7782,15.966,0,-2.798
13.51953,-46.7782,15.971,-0.001,-2.798
13.51953,-46.7792,15.976,-0.001,-2.793
13.51953,-46.7802,15.967,0,-2.792
13.51953,-46.7802,15.967,0,-2.795
13.51953,-46.7812,15.972,0,-2.8
13.51953,-46.7812,15.972,0,-2.798
13.52053,-46.7812,15.972,0,-2.799
13.51953,-46.7822,15.982,-0.001,-2.794
13.51953,-46.7822,15.982,0,-2.804
13.51953,-46.7822,15.982,0,-2.803
13.51953,-46.7822,15.982,0,-2.802
13.51953,-46.7832,15.987,0,-2.801
13.51953,-46.7832,15.987,0,-2.802
13.51953,-46.7832,15.987,0,-2.801
13.52053,-46.7832,15.987,0,-2.8
13.52053,-46.7832,15.987,0,-2.801
13.52053,-46.7832,15.987,0,-2.805
13.52053,-46.7832,15.987,0,-2.801
13.52053,-46.7842,15.979,0,-2.799
13.52053,-46.7842,15.979,0,-2.795
13.52053,-46.7842,15.979,0,-2.801
13.52053,-46.7842,15.979,0,-2.8
13.52153,-46.7842,15.979,0,-2.802
13.52153,-46.7832,15.974,0,-2.802
13.52253,-46.7832,15.974,0,-2.8
13.52353,-46.7832,15.974,0,-2.799
13.52353,-46.7832,15.974,0,-2.8
13.52453,-46.7832,15.974,0,-2.804
13.52453,-46.7832,15.974,0,-2.802
13.52453,-46.7832,15.974,0,-2.797
13.52453,-46.7832,15.974,0,-2.801
13.52453,-46.7832,15.974,0,-2.799
13.52453,-46.7842,15.965,0,-2.804
13.52453,-46.7842,15.965,0,-2.799
13.52453,-46.7842,15.965,0,-2.801
13.52453,-46.7852,15.97,-0.001,-2.795
13.52453,-46.7852,15.97,0,-2.795
13.52453,-46.7852,15.97,0,-2.797
13.52453,-46.7852,15.97,0,-2.8
13.52453,-46.7852,15.97,0,-2.798
13.52553,-46.7852,15.97,0,-2.8
13.52553,-46.7852,15.97,0,-2.799
13.52553,-46.7852,15.97,0,-2.802
13.52553,-46.7862,15.962,0.002,-2.802
13.52553,-46.7862,15.962,0,-2.802
13.52553,-46.7862,15.962,0,-2.797
13.52553,-46.7862,15.962,0,-2.796
13.52553,-46.7862,15.953,0.001,-2.804
13.52553,-46.7872,15.944,0,-2.804
13.52553,-46.7872,15.936,0,-2.797
13.52653,-46.7872,15.936,0,-2.791
13.52653,-46.7872,15.936,0,-2.797
13.52653,-46.7872,15.936,0,-2.805
13.52653,-46.7882,15.927,0,-2.798
13.52853,-46.7892,15.919,0,-2.8
13.53153,-46.7892,15.919,0,-2.793
13.53353,-46.7892,15.919,0,-2.797
13.53353,-46.7892,15.919,0,-2.799
13.53353,-46.7892,15.919,0,-2.801
13.53253,-46.7902,15.91,0.001,-2.798
13.53353,-46.7892,15.905,0,-2.796
13.53353,-46.7892,15.905,0,-2.799
13.53353,-46.7882,15.9,0,-2.801
13.53353,-46.7862,15.89,0.002,-2.797
13.53353,-46.7852,15.872,0.002,-2.799
13.53353,-46.7852,15.823,0.005,-2.802
13.53453,-46.7842,15.791,0.005,-2.804
13.53453,-46.7832,15.742,0.005,-2.802
13.53453,-46.7842,15.67,0.007,-2.798
13.53553,-46.7842,15.613,0.005,-2.797
13.53553,-46.7802,15.517,0.006,-2.801
13.53653,-46.7772,15.36,0.01,-2.802
13.53653,-46.7782,15.267,0.008,-2.803
13.53753,-46.7772,15.213,0.002,-2.8
13.53853,-46.7762,15.186,0.004,-2.802
13.54053,-46.7752,15.14,0.005,-2.802
13.54553,-46.7722,15.028,0.009,-2.8
13.54653,-46.7702,14.982,0.009,-2.8
13.55053,-46.7682,14.785,0.012,-2.803
13.55353,-46.7662,14.633,0.012,-2.803
13.55353,-46.7662,14.491,0.016,-2.804
13.55353,-46.7662,14.336,0.02,-2.799
13.55453,-46.7652,14.011,0.028,-2.796
13.55453,-46.7642,13.721,0.029,-2.801
13.55553,-46.7622,13.343,0.032,-2.796
13.55553,-46.7602,12.956,0.029,-2.797
13.55653,-46.7592,12.373,0.026,-2.792
13.55753,-46.7572,11.999,0.038,-2.801
13.55953,-46.7582,11.705,0.036,-2.808
13.56553,-46.7542,11.175,0.025,-2.807
13.56653,-46.7502,10.828,0.037,-2.8
13.57253,-46.7412,10.193,0.043,-2.787
13.58153,-46.7322,9.674,0.034,-2.792
13.59953,-46.7222,8.868,0.044,-2.793
13.60753,-46.7182,8.402,0.033,-2.807
13.60753,-46.7162,8.029,0.047,-2.798
13.60853,-46.7192,7.32,0.043,-2.802
13.61053,-46.7172,6.656,0.048,-2.796
13.61453,-46.7112,6.045,0.054,-2.798
13.61953,-46.7022,5.413,0.058,-2.798
13.62353,-46.6982,4.823,0.056,-2.797
13.63053,-46.6902,3.709,0.063,-2.804
13.63753,-46.6902,2.943,0.059,-2.806
13.64753,-46.6892,2.238,0.039,-2.807
13.65153,-46.6822,1.641,0.051,-2.807
13.65353,-46.6732,1.019,0.056,-2.805
13.65453,-46.6692,0.158,0.065,-2.807
13.65453,-46.6712,-0.332,0.062,-2.806
13.65453,-46.6712,-0.887,0.059,-2.802
13.65953,-46.6672,-1.93,0.069,-2.798
13.66453,-46.6732,-2.583,0.228,-2.797
13.66953,-46.6742,-2.974,0.325,-2.8
13.67353,-46.6832,-2.933,0.29,-2.8
13.67553,-46.6882,-3.01,0.325,-2.806
13.67253,-46.6922,-3.159,0.388,-2.799
13.67153,-46.6962,-3.354,0.461,-2.802
13.66953,-46.7032,-3.76,0.611,-2.798
13.67053,-46.7062,-4.169,0.765,-2.798
13.67253,-46.7072,-4.919,1.045,-2.79
13.68353,-46.6972,-6.256,1.531,-2.794
13.70753,-46.6912,-7.15,1.828,-2.8
13.72853,-46.6832,-7.874,2.071,-2.803
13.73653,-46.6752,-8.583,2.348,-2.802
13.76753,-46.6532,-10.435,2.977,-2.804
13.79053,-46.6522,-10.789,3.054,-2.805
13.79353,-46.6572,-10.741,3.021,-2.8
13.79153,-46.6632,-10.728,3.01,-2.799
13.79553,-46.6642,-10.586,2.947,-2.796
13.79753,-46.6692,-10.051,2.705,-2.802
13.79953,-46.6792,-7.958,1.853,-2.804
13.79053,-46.7242,-4.117,0.509,-2.804
13.76353,-46.7702,-2.076,-0.062,-2.799
13.76353,-46.7872,-1.743,-0.031,-2.799
13.74853,-46.8032,0.031,-0.114,-2.8
13.72553,-46.8152,1.188,-0.118,-2.798
13.70753,-46.8282,2.294,-0.13,-2.797
13.69153,-46.8502,3.904,-0.129,-2.797
13.68653,-46.8742,5.295,-0.117,-2.8
13.67653,-46.8992,6.498,-0.106,-2.799
13.64053,-46.9282,7.783,-0.059,-2.806
13.61453,-46.9452,8.492,-0.057,-2.8
13.58253,-46.9662,9.305,-0.07,-2.811
13.52653,-46.9962,10.234,-0.053,-2.799
13.49553,-47.0092,10.581,-0.045,-2.805
13.45553,-47.0252,10.949,-0.039,-2.794
13.34453,-47.0802,11.734,-0.022,-2.801
13.30153,-47.1062,11.939,-0.016,-2.8
13.25753,-47.1282,12.068,-0.01,-2.803
13.22653,-47.1422,12.143,-0.011,-2.799
13.17853,-47.1632,12.275,-0.013,-2.795
13.13653,-47.1802,12.42,-0.015,-2.801
13.08053,-47.2052,12.606,-0.016,-2.806
13.01453,-47.2282,12.757,-0.012,-2.806
12.96653,-47.2412,12.814,-0.006,-2.798
12.91053,-47.2552,12.817,0.002,-2.797
12.85153,-47.2722,12.818,-0.002,-2.802
12.77253,-47.2872,12.745,0.004,-2.803
12.74053,-47.2892,12.65,0.011,-2.801
12.70453,-47.2922,12.489,0.017,-2.801
12.65653,-47.2962,12.32,0.013,-2.802
12.62153,-47.3002,12.265,0.007,-2.805
12.57753,-47.3052,12.238,0.003,-2.805
12.50653,-47.3192,12.202,0.007,-2.803
12.44353,-47.3382,12.161,0,-2.8
12.40453,-47.3542,12.166,0.002,-2.792
12.36853,-47.3682,12.185,-0.001,-2.796
12.33753,-47.3812,12.198,-0.003,-2.803
12.29753,-47.3952,12.174,0.003,-2.803
12.25053,-47.4192,12.181,-0.003,-2.801
12.20853,-47.4402,12.166,0.007,-2.799
12.17053,-47.4572,12.151,0,-2.8
12.14453,-47.4652,12.086,0.003,-2.802
12.12553,-47.4672,11.977,0.013,-2.798
12.08653,-47.4632,11.497,0.014,-2.797
12.07053,-47.4692,11.38,0.011,-2.797
12.05053,-47.4782,11.333,0.007,-2.8
12.02953,-47.4862,11.301,0.004,-2.802
12.01453,-47.4892,11.216,0.007,-2.794
12.01053,-47.4882,11.11,0.013,-2.799
12.00853,-47.4892,10.975,0.013,-2.8
12.00553,-47.5002,10.935,-0.007,-2.811
11.98753,-47.5282,11.209,-0.014,-2.8
11.97653,-47.5392,11.294,-0.01,-2.802
11.96553,-47.5442,11.322,0,-2.8
11.96353,-47.5432,11.281,0.005,-2.8
11.96453,-47.5422,11.26,0,-2.792
11.96353,-47.5452,11.293,-0.007,-2.797
11.96253,-47.5502,11.369,-0.01,-2.796
11.96153,-47.5542,11.456,-0.008,-2.803
11.96153,-47.5552,11.528,-0.006,-2.803
11.95553,-47.5482,11.461,0.009,-2.81
11.93853,-47.5432,11.363,0,-2.814
11.91753,-47.5422,11.314,-0.001,-2.8
11.88353,-47.5482,11.427,-0.009,-2.805
11.86153,-47.5502,11.486,0.001,-2.794
11.85653,-47.5492,11.477,0,-2.801
11.84953,-47.5482,11.457,0.001,-2.791
11.84153,-47.5542,11.507,-0.006,-2.797
11.83353,-47.5592,11.577,-0.006,-2.8
11.81553,-47.5662,11.677,-0.004,-2.803
11.79853,-47.5672,11.725,-0.004,-2.803
11.77653,-47.5682,11.764,-0.004,-2.803
11.75153,-47.5662,11.781,-0.001,-2.8
11.71053,-47.5562,11.656,0.01,-2.804
11.67353,-47.5482,11.465,0.016,-2.802
11.60153,-47.5422,11.15,0.014,-2.805
11.56353,-47.5482,11.041,0.013,-2.8
11.52753,-47.5582,11.007,-0.001,-2.799
11.48653,-47.5612,10.959,0.004,-2.796
11.47953,-47.5602,10.898,0.008,-2.802
11.48053,-47.5602,10.866,0.007,-2.797
11.48253,-47.5592,10.818,0.003,-2.794
11.48553,-47.5632,10.82,0,-2.795
11.49053,-47.5672,10.797,-0.001,-2.801
11.49153,-47.5692,10.768,0,-2.81
11.49153,-47.5702,10.758,0,-2.797
11.49253,-47.5702,10.748,0,-2.804
11.49353,-47.5732,10.75,-0.002,-2.795
11.49453,-47.5772,10.791,-0.005,-2.806
11.49253,-47.5822,10.843,-0.002,-2.797
11.49353,-47.5822,10.859,0,-2.803
11.49953,-47.5852,10.859,0,-2.798
11.50853,-47.5882,10.859,0,-2.795
11.51753,-47.5912,10.859,0,-2.796
11.52253,-47.5942,10.871,-0.003,-2.802
11.52653,-47.5982,10.874,0,-2.809
11.52653,-47.6002,10.844,0.003,-2.806
11.52753,-47.6012,10.85,-0.001,-2.802
11.52553,-47.6042,10.865,-0.003,-2.803
11.52053,-47.6182,10.96,-0.005,-2.801
11.51953,-47.6212,10.984,-0.006,-2.799
11.51753,-47.6272,11.04,-0.008,-2.801
11.51453,-47.6362,11.108,-0.008,-2.802
11.51353,-47.6442,11.186,-0.01,-2.797
11.50953,-47.6562,11.295,-0.011,-2.798
11.50153,-47.6732,11.429,-0.008,-2.798
11.49753,-47.6832,11.469,-0.002,-2.802
11.49453,-47.6942,11.472,-0.001,-2.799
11.49253,-47.6972,11.429,0.008,-2.8
11.49253,-47.7002,11.37,0.009,-2.806
11.50353,-47.6932,11.168,0.004,-2.808
11.50553,-47.6942,11.201,-0.005,-2.813
11.50453,-47.6972,11.262,-0.007,-2.805
11.50253,-47.7022,11.358,-0.009,-2.801
11.50153,-47.7052,11.373,-0.001,-2.792
11.50053,-47.7082,11.366,0.004,-2.802
11.50153,-47.7102,11.352,0.002,-2.797
11.50453,-47.7122,11.323,0.003,-2.807
11.51153,-47.7162,11.303,0,-2.798
11.51353,-47.7172,11.303,-0.002,-2.802
11.51453,-47.7192,11.299,0.001,-2.805
11.51553,-47.7182,11.283,0.002,-2.799
11.51653,-47.7182,11.219,0.006,-2.804
11.51653,-47.7182,11.15,0.009,-2.795
11.51453,-47.7202,11.065,0.007,-2.802
11.51253,-47.7212,11.029,0.007,-2.793
11.51153,-47.7162,10.971,0.006,-2.801
11.51353,-47.7092,10.915,0.007,-2.798
11.51753,-47.7002,10.807,0.011,-2.801
11.51853,-47.6922,10.719,0.007,-2.793
11.52053,-47.6892,10.662,0.004,-2.796
11.52153,-47.6902,10.668,-0.001,-2.801
11.52353,-47.6902,10.668,0,-2.803
11.52553,-47.6922,10.674,0,-2.8
11.53053,-47.6942,10.674,0,-2.8
11.53253,-47.6962,10.687,-0.002,-2.796
11.53253,-47.6992,10.712,-0.003,-2.803
11.53253,-47.7032,10.737,-0.002,-2.796
11.53153,-47.7052,10.755,-0.002,-2.803
11.53053,-47.7102,10.793,-0.004,-2.798
11.52953,-47.7142,10.856,-0.005,-2.803
11.52853,-47.7182,10.904,-0.003,-2.798
11.52753,-47.7192,10.91,0,-2.804
11.52753,-47.7192,10.9,0,-2.801
11.52753,-47.7202,10.89,0.002,-2.798
11.52553,-47.7202,10.88,0,-2.799
11.52253,-47.7222,10.879,0.001,-2.802
11.51753,-47.7252,10.885,0.001,-2.807
11.51353,-47.7312,10.883,-0.002,-2.804
11.51253,-47.7332,10.895,-0.003,-2.8
11.51153,-47.7372,10.943,-0.006,-2.8
11.51053,-47.7402,10.994,-0.003,-2.798
11.51053,-47.7402,11.011,0,-2.795
11.51053,-47.7382,10.998,0.004,-2.805
11.50853,-47.7372,10.992,0,-2.801
11.50653,-47.7352,10.976,0.003,-2.804
11.50553,-47.7372,10.972,0.003,-2.799
11.50553,-47.7402,10.997,-0.002,-2.8
11.50553,-47.7442,11.013,0,-2.803
11.50553,-47.7452,10.993,0.001,-2.792
11.50553,-47.7472,10.963,0.002,-2.803
11.50453,-47.7492,10.903,0.005,-2.799
11.50053,-47.7522,10.834,0.002,-2.8
11.49853,-47.7522,10.814,0.001,-2.789
11.49953,-47.7512,10.801,0.002,-2.794
11.49953,-47.7522,10.771,0.004,-2.797
11.50053,-47.7552,10.742,0.005,-2.808
11.50153,-47.7622,10.766,-0.003,-2.801
11.49953,-47.7682,10.78,-0.002,-2.804
11.49853,-47.7732,10.697,0.007,-2.793
11.50053,-47.7762,10.625,0.007,-2.8
11.50653,-47.7762,10.569,0.002,-2.8
11.51353,-47.7782,10.589,-0.005,-2.805
11.51653,-47.7782,10.599,-0.001,-2.803
11.51953,-47.7792,10.609,0,-2.802
11.51853,-47.7782,10.609,0,-2.799
11.51453,-47.7782,10.599,0,-2.795
11.51153,-47.7772,10.589,0,-2.792
11.50953,-47.7772,10.589,0,-2.797
11.50953,-47.7762,10.583,0.002,-2.799
11.51153,-47.7692,10.533,0.004,-2.796
11.51553,-47.7612,10.388,0.009,-2.79
11.51653,-47.7572,10.305,0.009,-2.792
11.51853,-47.7532,10.172,0.007,-2.799
11.51853,-47.7542,10.178,-0.003,-2.807
11.51753,-47.7562,10.197,-0.002,-2.802
11.51753,-47.7612,10.235,-0.003,-2.806
11.51953,-47.7662,10.276,-0.003,-2.806
11.52053,-47.7702,10.334,-0.008,-2.801
11.52153,-47.7752,10.371,-0.004,-2.804
11.52053,-47.7792,10.397,0,-2.794
11.52053,-47.7792,10.397,0,-2.802
11.52053,-47.7792,10.387,0,-2.798
11.52253,-47.7802,10.387,0,-2.81
11.52653,-47.7812,10.387,0,-2.804
11.53353,-47.7832,10.38,0.001,-2.8
11.54453,-47.7842,10.361,0,-2.795
11.54853,-47.7862,10.378,0,-2.8
11.54853,-47.7852,10.371,0,-2.802
11.54853,-47.7812,10.314,0.005,-2.803
11.54953,-47.7812,10.304,0,-2.804
11.55053,-47.7832,10.3,0,-2.801
11.55053,-47.7842,10.28,0.005,-2.803
11.55353,-47.7852,10.28,0,-2.795
11.55953,-47.7862,10.274,0.002,-2.795
11.56653,-47.7862,10.265,0.002,-2.795
11.56953,-47.7852,10.279,0,-2.793
11.57053,-47.7842,10.282,-0.001,-2.804
11.57253,-47.7812,10.257,0.002,-2.806
11.57353,-47.7792,10.238,0.001,-2.812
11.57453,-47.7752,10.191,0.005,-2.806
11.57353,-47.7732,10.185,0,-2.797
11.57253,-47.7732,10.185,0,-2.797
11.57353,-47.7712,10.166,0.001,-2.8
11.57553,-47.7662,10.122,0.003,-2.803
11.57553,-47.7662,10.128,-0.001,-2.805
11.57353,-47.7682,10.147,-0.001,-2.798
11.57253,-47.7712,10.166,-0.002,-2.803
11.57353,-47.7712,10.166,0,-2.799
11.57353,-47.7732,10.178,-0.001,-2.805
11.57353,-47.7742,10.191,0,-2.796
11.57353,-47.7742,10.191,0.001,-2.8
11.57153,-47.7742,10.191,0,-2.796
11.57053,-47.7732,10.191,0,-2.795
11.56853,-47.7722,10.185,0,-2.8
11.56853,-47.7722,10.175,0,-2.8
11.56853,-47.7722,10.175,0,-2.803
11.56853,-47.7732,10.165,0,-2.798
11.56853,-47.7732,10.165,0,-2.797
11.56853,-47.7742,10.171,0,-2.8
11.56853,-47.7742,10.171,0,-2.799
11.56853,-47.7742,10.171,0,-2.798
11.56853,-47.7742,10.171,0,-2.799
11.56853,-47.7742,10.161,0,-2.804
11.56853,-47.7742,10.161,0,-2.805
11.56953,-47.7742,10.145,0.002,-2.801
11.56853,-47.7752,10.135,0.001,-2.795
11.56853,-47.7762,10.115,0.001,-2.798
11.56753,-47.7762,10.105,0.001,-2.803
11.56853,-47.7732,10.053,0.004,-2.809
11.57153,-47.7672,9.892,0.012,-2.81
11.57153,-47.7662,9.785,0.011,-2.803
11.57053,-47.7662,9.68,0.004,-2.8
11.56853,-47.7662,9.66,0,-2.796
11.56653,-47.7662,9.634,0.004,-2.805
11.56653,-47.7632,9.531,0.005,-2.8
11.56553,-47.7632,9.504,0.001,-2.806
11.56353,-47.7642,9.501,0,-2.796
11.56353,-47.7642,9.501,0,-2.804
11.56353,-47.7652,9.497,0,-2.796
11.56353,-47.7682,9.489,0,-2.804
11.56253,-47.7692,9.501,0,-2.797
11.56253,-47.7692,9.501,0,-2.802
11.56253,-47.7692,9.475,0,-2.797
11.56253,-47.7702,9.475,0,-2.793
11.56153,-47.7702,9.465,0,-2.795
11.56253,-47.7692,9.417,0.004,-2.799
11.56253,-47.7662,9.323,0.01,-2.805
11.56253,-47.7642,9.242,0.007,-2.8
11.56253,-47.7662,9.218,-0.001,-2.808
11.56153,-47.7682,9.23,-0.002,-2.804
11.56153,-47.7682,9.22,0,-2.798
11.56153,-47.7692,9.2,0.005,-2.799
11.56053,-47.7692,9.174,0.001,-2.794
11.56053,-47.7692,9.174,0,-2.801
11.56053,-47.7712,9.17,0.002,-2.801
11.55953,-47.7712,9.16,0.001,-2.802
11.55853,-47.7712,9.124,0.001,-2.805
11.55853,-47.7712,9.091,0,-2.8
11.55953,-47.7682,9.03,0.003,-2.805
11.56053,-47.7662,8.874,0.013,-2.796
11.56153,-47.7632,8.559,0.021,-2.792
11.56153,-47.7602,8.36,0.02,-2.795
11.55953,-47.7582,8.041,0.026,-2.801
11.55253,-47.7522,7.477,0.034,-2.806
11.55253,-47.7462,7.038,0.055,-2.8
11.55653,-47.7372,6.581,0.036,-2.805
11.55953,-47.7252,6.054,0.055,-2.798
11.56153,-47.7132,4.936,0.085,-2.804
11.56753,-47.7042,3.093,0.104,-2.796
11.57053,-47.6992,2.076,0.097,-2.805
11.56953,-47.6882,0.693,0.093,-2.801
11.57453,-47.6692,-0.731,0.091,-2.799
11.58153,-47.6522,-1.803,0.092,-2.789
11.59153,-47.6392,-3.307,0.47,-2.782
11.58953,-47.6412,-3.483,0.494,-2.792
11.58953,-47.6452,-3.606,0.547,-2.8
11.58853,-47.6472,-4.01,0.716,-2.806
11.59153,-47.6422,-4.698,0.964,-2.805
11.59353,-47.6372,-5.066,1.082,-2.802
11.59553,-47.6242,-5.659,1.268,-2.797
11.59653,-47.6152,-6.083,1.425,-2.792
11.59753,-47.6112,-6.924,1.75,-2.791
11.60753,-47.6032,-8.357,2.266,-2.798
11.61153,-47.5942,-9.072,2.469,-2.79
11.59553,-47.5952,-9.292,2.53,-2.797
11.58953,-47.5962,-9.476,2.609,-2.796
11.58853,-47.5982,-9.745,2.709,-2.806
11.59253,-47.5982,-9.872,2.71,-2.793
11.59153,-47.6042,-9.841,2.71,-2.801
11.58953,-47.6072,-9.77,2.673,-2.795
11.58753,-47.6012,-9.103,2.393,-2.805
11.58953,-47.6002,-7.791,1.876,-2.798
11.59053,-47.6112,-6.512,1.403,-2.807
11.59953,-47.6592,-3.828,0.473,-2.807
11.60753,-47.7042,-2.347,0.009,-2.806
11.60453,-47.7222,-1.148,0.27,-2.804
11.59553,-47.7242,0.425,-0.136,-2.8
11.58553,-47.7502,2.449,-0.081,-2.802
11.58253,-47.7562,3.127,-0.066,-2.793
11.58253,-47.7582,3.743,-0.056,-2.805
11.58353,-47.7612,4.127,-0.044,-2.8
11.58453,-47.7632,4.414,-0.024,-2.797
11.58953,-47.7632,4.679,-0.022,-2.801
11.60053,-47.7612,4.835,-0.011,-2.806
11.61653,-47.7632,5.018,-0.012,-2.814
11.62653,-47.7732,5.335,-0.016,-2.808
11.63053,-47.7752,5.452,-0.005,-2.803
11.63453,-47.7782,5.474,-0.003,-2.798
11.63453,-47.7842,5.643,-0.021,-2.797
11.63353,-47.7952,6.101,-0.045,-2.798
11.63553,-47.8072,6.598,-0.044,-2.8
11.63753,-47.8202,7.501,-0.061,-2.799
11.63853,-47.8292,8.838,-0.086,-2.798
11.63753,-47.8332,9.624,-0.099,-2.798
11.63753,-47.8352,10.099,-0.106,-2.796
11.63853,-47.8332,12.129,-0.108,-2.8
11.64253,-47.8202,13.153,-0.076,-2.797
11.64753,-47.8052,13.864,-0.074,-2.8
11.65253,-47.7852,14.607,-0.059,-2.798
11.65453,-47.7702,15.571,-0.057,-2.806
11.65253,-47.7682,16.095,-0.047,-2.802
11.64653,-47.7762,16.825,-0.047,-2.805
11.64253,-47.7772,17.325,-0.033,-2.807
11.64353,-47.7732,17.553,-0.024,-2.806
11.64653,-47.7642,17.765,-0.018,-2.801
11.64653,-47.7632,18.001,-0.029,-2.797
11.64253,-47.7782,18.627,-0.052,-2.793
11.63653,-47.7952,19.638,-0.053,-2.795
11.63453,-47.8002,20.392,-0.046,-2.79
11.63253,-47.8062,20.887,-0.045,-2.799
11.62953,-47.8142,21.386,-0.049,-2.802
11.62653,-47.8242,21.9,-0.047,-2.801
11.62553,-47.8322,22.335,-0.042,-2.8
11.62353,-47.8402,22.973,-0.034,-2.799
11.62253,-47.8442,23.388,-0.039,-2.807
11.62253,-47.8472,23.688,-0.032,-2.809
11.62253,-47.8532,23.95,-0.033,-2.799
11.62153,-47.8632,24.41,-0.037,-2.798
11.62453,-47.8692,24.936,-0.023,-2.787
11.62353,-47.8692,25.18,-0.017,-2.803
11.62453,-47.8672,25.242,-0.006,-2.795
11.62553,-47.8672,25.225,0,-2.808
11.62753,-47.8712,25.255,-0.005,-2.798
11.62753,-47.8792,25.365,-0.012,-2.796
