x (nm),y (nm),stmz (nm),tunneling current (pA),Force (N)
11.66,-49.496,0.167,-86.493,1.09
11.661,-49.494,0.167,-86.493,1.094
11.661,-49.493,0.167,-86.493,1.093
11.663,-49.492,0.167,-86.493,1.093
11.671,-49.473,0.167,-86.493,1.098
11.671,-49.473,0.166,-86.764,1.1
11.671,-49.473,0.166,-86.764,1.101
11.672,-49.472,0.166,-86.764,1.097
11.672,-49.471,0.166,-86.764,1.095
11.673,-49.471,0.166,-86.764,1.095
11.673,-49.469,0.166,-86.764,1.097
11.673,-49.469,0.166,-86.764,1.095
11.682,-49.453,0.166,-86.764,1.102
11.683,-49.452,0.165,-87.346,1.104
11.684,-49.45,0.165,-87.346,1.107
11.685,-49.448,0.165,-87.346,1.112
11.686,-49.448,0.165,-87.346,1.112
11.686,-49.446,0.165,-87.346,1.11
11.687,-49.445,0.165,-87.346,1.108
11.702,-49.425,0.165,-87.346,1.1
11.703,-49.424,0.164,-87.346,1.103
11.704,-49.424,0.164,-90.053,1.1
11.704,-49.423,0.164,-90.053,1.124
11.705,-49.422,0.164,-90.053,1.125
11.714,-49.41,0.164,-90.053,1.114
11.715,-49.408,0.164,-90.053,1.117
11.715,-49.408,0.164,-90.053,1.114
11.715,-49.408,0.164,-90.053,1.113
11.716,-49.407,0.164,-90.053,1.111
11.716,-49.407,0.164,-90.053,1.113
11.716,-49.407,0.164,-90.053,1.117
11.724,-49.399,0.164,-90.053,1.109
11.724,-49.398,0.164,-91.998,1.109
11.724,-49.398,0.164,-91.998,1.129
11.725,-49.397,0.164,-91.998,1.131
11.725,-49.397,0.164,-91.998,1.129
11.726,-49.397,0.164,-91.998,1.128
11.726,-49.396,0.164,-91.998,1.127
11.727,-49.396,0.164,-91.998,1.125
11.74,-49.386,0.164,-92.286,1.122
11.741,-49.385,0.165,-92.286,1.126
11.742,-49.384,0.165,-92.286,1.123
11.743,-49.384,0.165,-92.286,1.126
11.744,-49.382,0.165,-92.221,1.123
11.745,-49.381,0.165,-92.221,1.121
11.746,-49.381,0.165,-92.221,1.124
11.761,-49.369,0.165,-92.221,1.128
11.761,-49.369,0.165,-92.221,1.131
11.763,-49.368,0.165,-92.221,1.13
11.764,-49.368,0.165,-92.221,1.129
11.765,-49.367,0.165,-92.221,1.128
11.766,-49.366,0.165,-92.221,1.131
11.767,-49.365,0.165,-92.221,1.13
11.782,-49.354,0.166,-100.273,1.131
11.783,-49.353,0.166,-100.273,1.199
11.785,-49.351,0.166,-100.273,1.199
11.786,-49.351,0.166,-100.273,1.2
11.788,-49.349,0.166,-100.273,1.196
11.788,-49.349,0.166,-100.273,1.195
11.836,-49.316,0.166,-100.273,1.193
11.838,-49.315,0.168,-106.096,1.192
11.838,-49.315,0.168,-106.096,1.239
11.841,-49.314,0.168,-106.096,1.238
11.843,-49.313,0.168,-106.096,1.236
11.844,-49.312,0.168,-106.096,1.235
11.862,-49.299,0.168,-108.32,1.231
11.863,-49.298,0.169,-108.32,1.249
11.863,-49.298,0.169,-108.32,1.252
11.864,-49.297,0.169,-108.32,0
11.865,-49.296,0.17,-108.32,1.25
11.866,-49.295,0.17,-108.32,1.251
11.867,-49.295,0.17,-108.32,1.25
11.868,-49.294,0.17,-108.32,1.253
11.885,-49.276,0.17,-110.04,1.268
11.885,-49.276,0.171,-110.04,1.284
11.885,-49.276,0.171,-110.04,1.286
11.885,-49.276,0.171,-110.04,1.284
11.885,-49.275,0.171,-110.04,1.283
11.885,-49.275,0.171,-110.04,1.285
11.885,-49.274,0.171,-110.04,1.284
11.886,-49.275,0.171,-110.04,1.284
11.888,-49.269,0.171,-110.04,1.287
11.889,-49.269,0.171,-107.923,1.285
11.889,-49.269,0.171,-107.923,1.268
11.889,-49.267,0.171,-107.923,1.27
11.89,-49.267,0.171,-107.923,1.272
11.89,-49.267,0.171,-107.923,1.27
11.89,-49.267,0.171,-107.923,1.268
11.89,-49.266,0.171,-107.923,1.272
11.891,-49.266,0.171,-107.923,1.275
11.897,-49.261,0.171,-109.272,1.272
11.897,-49.261,0.171,-109.272,1.284
11.898,-49.26,0.171,-110.025,1.281
11.898,-49.26,0.171,-110.025,1.286
11.899,-49.26,0.171,-110.025,1.285
11.899,-49.26,0.171,-110.025,1.284
11.9,-49.259,0.171,-110.025,1.285
11.912,-49.255,0.172,-108.513,1.283
11.914,-49.254,0.172,-108.513,1.271
11.915,-49.254,0.172,-108.513,1.271
11.916,-49.254,0.172,-108.513,1.27
11.916,-49.254,0.172,-108.513,1.27
11.917,-49.254,0.172,-108.513,1.272
11.918,-49.253,0.172,-108.513,1.271
11.919,-49.254,0.172,-108.513,1.271
11.946,-49.243,0.172,-109.776,1.275
11.948,-49.242,0.172,-109.776,1.283
11.95,-49.241,0.172,-109.776,1.284
11.951,-49.241,0.172,-109.776,1.286
11.952,-49.241,0.172,-109.776,1.285
11.954,-49.24,0.172,-108.687,1.285
11.955,-49.239,0.172,-108.687,1.278
11.978,-49.232,0.172,-108.687,1.28
11.979,-49.232,0.172,-108.687,1.277
11.98,-49.232,0.172,-108.687,1.281
11.982,-49.231,0.172,-108.687,1.278
11.984,-49.231,0.172,-108.687,1.284
11.985,-49.23,0.172,-108.687,1.281
11.987,-49.23,0.172,-108.687,1.283
12.007,-49.223,0.172,-110.679,1.282
12.008,-49.223,0.172,-110.679,1.298
12.009,-49.222,0.172,-110.679,1.298
12.01,-49.222,0.172,-110.679,1.297
12.012,-49.221,0.172,-110.679,1.298
12.013,-49.221,0.172,-110.679,1.297
12.014,-49.22,0.172,-110.679,1.297
12.015,-49.22,0.172,-110.679,1.298
12.036,-49.213,0.172,-111.172,1.295
12.038,-49.212,0.172,-111.172,1.296
12.039,-49.212,0.172,-111.172,1.3
12.039,-49.212,0.172,-111.172,1.296
12.04,-49.212,0.172,-111.172,1.297
12.042,-49.211,0.172,-111.172,1.294
12.054,-49.207,0.172,-111.172,1.301
12.055,-49.206,0.172,-110.537,1.303
12.056,-49.207,0.172,-110.537,1.297
12.057,-49.206,0.172,-110.459,1.292
12.057,-49.206,0.172,-110.459,1.292
12.058,-49.206,0.172,-110.459,1.292
12.066,-49.204,0.172,-110.459,1.291
12.066,-49.204,0.172,-110.386,1.292
12.066,-49.204,0.172,-110.386,1.292
12.066,-49.204,0.172,-110.386,1.292
12.067,-49.203,0.172,-110.386,1.29
12.067,-49.203,0.172,-110.386,1.289
12.067,-49.203,0.172,-110.386,1.293
12.072,-49.2,0.172,-110.479,1.291
12.072,-49.2,0.172,-110.479,1.292
12.072,-49.199,0.172,-111.133,1.291
12.073,-49.199,0.172,-111.133,1.296
12.073,-49.199,0.172,-111.133,1.296
12.073,-49.199,0.172,-111.133,1.294
12.076,-49.195,0.172,-111.133,1.294
12.076,-49.195,0.172,-111.831,1.293
12.076,-49.195,0.172,-111.831,1.3
12.076,-49.195,0.172,-111.831,1.299
12.076,-49.195,0.172,-111.831,1.299
12.076,-49.194,0.172,-111.831,1.298
12.076,-49.193,0.172,-111.831,1.297
12.077,-49.193,0.172,-111.831,1.299
12.078,-49.187,0.172,-113.099,1.297
12.078,-49.187,0.173,-113.099,1.307
12.078,-49.186,0.173,-113.099,1.307
12.078,-49.186,0.173,-113.099,1.309
12.078,-49.185,0.173,-113.099,1.309
12.078,-49.185,0.173,-113.099,1.306
12.078,-49.184,0.173,-114.444,1.307
12.079,-49.179,0.173,-114.444,1.32
12.079,-49.178,0.173,-114.444,1.32
12.079,-49.178,0.173,-114.444,1.321
12.079,-49.178,0.173,-114.444,1.321
12.079,-49.177,0.173,-114.444,1.32
12.081,-49.173,0.173,-115.198,1.325
12.081,-49.173,0.173,-115.198,1.331
12.081,-49.172,0.173,-115.198,1.328
12.081,-49.172,0.173,-115.198,1.33
12.081,-49.171,0.173,-115.198,1.328
12.084,-49.165,0.173,-115.198,1.336
12.084,-49.164,0.173,-115.164,1.339
12.085,-49.163,0.173,-115.164,1.337
12.086,-49.163,0.173,-115.164,1.337
12.086,-49.162,0.173,-115.164,1.336
12.086,-49.161,0.173,-115.164,1.338
12.095,-49.153,0.173,-115.164,1.334
12.096,-49.152,0.173,-115.187,1.334
12.096,-49.151,0.173,-115.187,1.331
12.096,-49.151,0.173,-115.187,1.335
12.097,-49.15,0.173,-115.187,1.33
12.105,-49.142,0.173,-115.187,1.321
12.106,-49.142,0.173,-115.187,1.323
12.106,-49.142,0.173,-115.187,1.323
12.107,-49.141,0.173,-115.187,1.324
12.108,-49.141,0.173,-115.187,1.324
12.109,-49.14,0.173,-115.187,1.324
12.12,-49.135,0.173,-115.187,1.324
12.12,-49.134,0.174,-116.433,1.324
12.12,-49.134,0.174,-116.433,1.334
12.121,-49.133,0.174,-116.433,1.334
12.122,-49.133,0.174,-116.433,1.334
12.123,-49.132,0.174,-116.433,1.332
12.124,-49.132,0.174,-116.433,1.333
12.139,-49.122,0.174,-116.433,1.332
12.139,-49.121,0.175,-116.433,1.333
12.14,-49.121,0.175,-116.433,1.333
12.141,-49.119,0.175,-116.433,1.332
12.142,-49.12,0.175,-116.433,1.333
12.142,-49.119,0.175,-116.433,1.334
12.143,-49.118,0.175,-116.433,1.334
12.153,-49.112,0.175,-118.007,1.338
12.154,-49.111,0.175,-118.007,1.35
12.154,-49.111,0.175,-118.007,1.352
12.154,-49.111,0.175,-118.007,1.356
12.154,-49.111,0.175,-118.007,1.355
12.155,-49.11,0.175,-118.007,1.351
12.155,-49.11,0.175,-118.007,1.352
12.156,-49.11,0.175,-118.007,1.351
12.167,-49.104,0.175,-118.007,1.35
12.168,-49.104,0.176,-118.007,1.351
12.169,-49.103,0.176,-118.007,1.349
12.169,-49.103,0.176,-118.007,1.35
12.17,-49.103,0.176,-118.007,1.349
12.171,-49.102,0.176,-118.007,1.348
12.171,-49.102,0.176,-118.007,1.35
12.183,-49.099,0.176,-118.007,1.35
12.183,-49.099,0.176,-117.746,1.352
12.184,-49.099,0.176,-117.746,1.348
12.184,-49.099,0.176,-117.746,1.347
12.185,-49.099,0.176,-117.746,1.35
12.186,-49.099,0.176,-117.746,1.351
12.192,-49.098,0.176,-117.746,1.352
12.192,-49.097,0.176,-117.767,1.35
12.193,-49.097,0.176,-117.767,1.349
12.193,-49.097,0.176,-117.767,1.35
12.193,-49.097,0.176,-117.767,1.351
12.194,-49.097,0.176,-117.767,1.352
12.195,-49.097,0.176,-117.767,1.352
12.201,-49.095,0.176,-117.767,1.354
12.202,-49.096,0.176,-117.767,1.357
12.202,-49.095,0.176,-117.767,1.354
12.203,-49.095,0.176,-117.767,1.352
12.203,-49.095,0.176,-117.767,0
12.204,-49.095,0.176,-117.767,1.352
12.204,-49.095,0.176,-117.767,1.352
12.204,-49.094,0.176,-117.767,1.35
12.213,-49.091,0.176,-119.956,1.352
12.213,-49.091,0.176,-119.956,1.367
12.214,-49.091,0.176,-119.956,1.366
12.214,-49.091,0.176,-119.956,1.367
12.215,-49.09,0.176,-119.956,1.372
12.215,-49.09,0.176,-119.956,1.369
12.216,-49.09,0.176,-119.956,1.369
12.225,-49.084,0.176,-119.956,1.363
12.226,-49.083,0.176,-119.956,1.366
12.227,-49.083,0.176,-119.956,1.368
12.228,-49.082,0.176,-119.956,1.365
12.228,-49.081,0.176,-119.956,1.368
12.229,-49.081,0.176,-119.956,1.369
12.23,-49.081,0.176,-119.956,1.367
12.244,-49.072,0.176,-119.956,1.363
12.245,-49.07,0.177,-116.399,1.363
12.245,-49.07,0.177,-116.399,1.363
12.245,-49.07,0.177,-116.399,1.333
12.246,-49.069,0.177,-116.399,1.333
12.246,-49.069,0.177,-116.399,1.334
12.247,-49.069,0.177,-116.399,1.334
12.247,-49.069,0.177,-116.399,1.334
12.248,-49.067,0.177,-116.399,1.337
12.254,-49.06,0.177,-116.399,1.338
12.254,-49.059,0.177,-116.399,1.341
12.254,-49.059,0.177,-116.399,1.342
12.254,-49.059,0.177,-116.399,1.342
12.254,-49.058,0.177,-116.399,1.34
12.254,-49.058,0.177,-116.399,1.338
12.254,-49.058,0.177,-116.399,1.339
12.254,-49.058,0.177,-116.399,1.34
12.256,-49.051,0.177,-116.399,1.353
12.256,-49.05,0.177,-116.186,1.353
12.256,-49.049,0.177,-116.186,1.349
12.256,-49.049,0.177,-116.186,1.348
12.256,-49.048,0.177,-116.186,1.352
12.257,-49.048,0.177,-116.186,1.352
12.257,-49.047,0.177,-116.186,1.351
12.257,-49.046,0.177,-116.186,1.352
12.262,-49.031,0.177,-115.817,1.358
12.262,-49.03,0.175,-115.817,1.356
12.262,-49.03,0.175,-115.817,1.357
12.262,-49.029,0.175,-115.817,1.357
12.262,-49.028,0.175,-115.817,1.353
12.262,-49.028,0.175,-115.817,1.354
12.262,-49.027,0.175,-115.817,1.356
12.266,-49.012,0.175,-112.512,1.359
12.266,-49.011,0.174,-112.512,1.332
12.267,-49.01,0.174,-112.512,1.332
12.267,-49.01,0.174,-112.512,1.329
12.267,-49.008,0.174,-112.512,1.333
12.268,-49.008,0.173,-112.512,1.333
12.268,-49.007,0.173,-112.512,1.333
12.268,-49.007,0.173,-112.512,1.332
12.274,-48.993,0.173,-112.71,1.33
12.275,-48.992,0.172,-112.71,1.332
12.275,-48.992,0.172,-112.71,1.333
12.275,-48.991,0.172,-112.71,1.333
12.275,-48.991,0.172,-112.71,1.333
12.276,-48.989,0.172,-112.71,1.333
12.276,-48.989,0.172,-112.71,1.33
12.279,-48.978,0.172,-112.71,1.323
12.28,-48.978,0.171,-112.009,1.325
12.28,-48.977,0.171,-112.009,1.318
12.28,-48.976,0.171,-112.009,1.318
12.28,-48.976,0.171,-112.009,1.319
12.28,-48.975,0.171,-112.009,1.319
12.28,-48.975,0.171,-112.009,1.318
12.282,-48.967,0.171,-112.009,1.32
12.282,-48.966,0.17,-112.009,1.319
12.282,-48.966,0.17,-112.009,1.318
12.282,-48.966,0.17,-112.009,1.318
12.282,-48.965,0.17,-112.009,1.318
12.282,-48.964,0.17,-112.009,1.32
12.282,-48.964,0.17,-112.009,1.319
12.282,-48.964,0.17,-112.009,1.319
12.282,-48.964,0.17,-112.009,1.318
12.283,-48.959,0.17,-112.009,1.312
12.283,-48.958,0.17,-112.559,1.313
12.283,-48.958,0.17,-112.559,1.314
12.283,-48.958,0.17,-112.559,1.311
12.283,-48.957,0.17,-112.559,1.316
12.283,-48.957,0.17,-112.559,1.314
12.283,-48.957,0.17,-112.559,1.313
12.283,-48.956,0.17,-112.559,1.31
12.285,-48.95,0.17,-112.559,1.314
12.286,-48.95,0.17,-115.312,1.316
12.286,-48.949,0.17,-115.312,1.338
12.286,-48.948,0.17,-115.312,1.337
12.286,-48.948,0.17,-115.312,1.339
12.287,-48.949,0.17,-115.312,1.337
12.288,-48.947,0.17,-115.312,1.337
12.288,-48.947,0.17,-115.312,1.339
12.289,-48.946,0.169,-115.312,1.336
12.299,-48.934,0.17,-115.312,1.346
12.301,-48.933,0.169,-115.312,1.35
12.301,-48.933,0.169,-115.312,1.348
12.301,-48.932,0.169,-115.312,1.347
12.302,-48.931,0.169,-115.312,1.347
12.303,-48.931,0.169,-115.312,1.347
12.303,-48.93,0.169,-115.312,1.349
12.305,-48.929,0.169,-115.312,1.345
12.313,-48.919,0.169,-115.312,1.339
12.313,-48.918,0.168,-123.856,1.339
12.313,-48.918,0.168,-123.856,1.406
12.314,-48.917,0.168,-123.856,1.407
12.314,-48.916,0.168,-123.856,1.403
12.315,-48.916,0.168,-123.856,1.403
12.315,-48.915,0.168,-123.856,1.402
12.325,-48.903,0.168,-123.856,1.399
12.326,-48.902,0.169,-127.216,1.399
12.327,-48.902,0.169,-127.216,1.426
12.327,-48.901,0.169,-127.216,1.424
12.328,-48.901,0.169,-127.216,1.423
12.329,-48.899,0.169,-127.216,1.426
12.33,-48.899,0.169,-127.216,1.422
12.341,-48.891,0.169,-133.449,1.421
12.341,-48.891,0.169,-133.449,1.467
12.341,-48.89,0.169,-133.449,1.467
12.342,-48.89,0.169,-133.449,1.465
12.343,-48.889,0.169,-133.449,1.465
12.344,-48.889,0.169,-133.449,1.464
12.344,-48.889,0.169,-133.449,1.462
12.344,-48.889,0.169,-133.449,1.46
12.351,-48.882,0.169,-133.449,0
12.351,-48.881,0.17,-134.232,1.464
12.351,-48.881,0.17,-134.232,1.471
12.351,-48.881,0.17,-134.232,1.473
12.351,-48.88,0.17,-134.232,1.472
12.351,-48.88,0.17,-134.232,1.469
12.351,-48.88,0.17,-134.232,1.467
12.351,-48.88,0.17,-134.232,1.471
12.353,-48.874,0.17,-136.371,1.473
12.353,-48.874,0.17,-136.371,1.49
12.353,-48.874,0.17,-136.371,1.49
12.353,-48.874,0.17,-136.371,1.489
12.353,-48.874,0.17,-136.371,1.491
12.353,-48.873,0.17,-136.371,1.489
12.353,-48.873,0.17,-136.371,1.489
12.356,-48.863,0.17,-136.371,1.489
12.356,-48.862,0.17,-137.773,1.492
12.356,-48.862,0.17,-137.773,1.502
12.356,-48.862,0.17,-137.773,1.501
12.356,-48.861,0.17,-137.773,1.5
12.357,-48.86,0.17,-137.773,1.499
12.357,-48.859,0.171,-137.773,1.502
12.357,-48.859,0.17,-137.773,1.503
12.364,-48.846,0.17,-136.431,1.5
12.365,-48.845,0.171,-136.431,1.49
12.366,-48.844,0.171,-136.431,1.489
12.366,-48.843,0.171,-136.431,1.489
12.366,-48.842,0.171,-136.431,1.49
12.366,-48.842,0.171,-136.431,1.493
12.38,-48.828,0.171,-136.431,1.494
12.382,-48.827,0.171,-133.981,1.489
12.383,-48.825,0.171,-133.981,1.476
12.384,-48.825,0.171,-133.981,1.472
12.385,-48.824,0.171,-133.981,1.471
12.386,-48.823,0.171,-133.981,1.472
12.386,-48.823,0.171,-133.981,1.475
12.403,-48.81,0.171,-134.474,1.472
12.404,-48.81,0.171,-134.474,1.474
12.405,-48.808,0.171,-134.474,1.475
12.406,-48.808,0.171,-134.474,1.478
12.407,-48.807,0.171,-134.474,1.474
12.408,-48.807,0.171,-134.474,1.474
12.422,-48.795,0.171,-132.576,1.473
12.422,-48.795,0.172,-132.576,1.459
12.423,-48.793,0.172,-132.576,1.461
12.424,-48.793,0.172,-132.576,1.462
12.424,-48.792,0.172,-132.576,1.462
12.425,-48.792,0.172,-132.576,1.461
12.425,-48.792,0.172,-132.576,1.462
12.425,-48.792,0.172,-132.576,1.461
12.425,-48.792,0.172,-132.576,1.461
12.431,-48.784,0.172,-132.576,1.471
12.432,-48.782,0.172,-132.576,1.471
12.432,-48.782,0.172,-132.576,1.469
12.432,-48.782,0.172,-132.576,1.466
12.433,-48.781,0.172,-132.576,1.469
12.433,-48.781,0.172,-132.576,1.47
12.433,-48.781,0.172,-132.576,1.467
12.436,-48.774,0.172,-132.576,1.471
12.436,-48.772,0.172,-129.414,1.468
12.436,-48.772,0.172,-129.414,1.443
12.437,-48.772,0.172,-129.414,1.446
12.437,-48.772,0.172,-129.414,1.448
12.438,-48.769,0.172,-129.414,1.444
12.438,-48.769,0.171,-129.414,1.443
12.438,-48.769,0.171,-129.414,1.443
12.438,-48.769,0.171,-129.414,1.443
12.438,-48.768,0.171,-129.414,1.446
12.438,-48.768,0.171,-129.414,1.448
12.438,-48.768,0.171,-129.414,1.446
12.438,-48.768,0.171,-128.959,1.446
12.443,-48.767,0.171,-128.959,1.445
12.443,-48.767,0.171,-128.959,1.443
12.444,-48.768,0.171,-128.959,1.441
12.444,-48.768,0.171,-128.959,1.441
12.444,-48.768,0.171,-128.959,1.44
12.445,-48.768,0.171,-128.959,1.44
12.445,-48.767,0.171,-128.959,1.443
12.446,-48.767,0.171,-128.959,1.445
12.452,-48.763,0.171,-128.959,1.446
12.452,-48.762,0.171,-128.959,1.447
12.453,-48.763,0.171,-128.959,1.448
12.454,-48.762,0.171,-128.959,1.447
12.454,-48.762,0.171,-128.959,1.448
12.454,-48.761,0.171,-128.959,1.448
12.455,-48.761,0.171,-128.959,1.446
12.467,-48.755,0.171,-128.959,1.447
12.469,-48.754,0.17,-126.961,1.448
12.469,-48.754,0.17,-126.961,1.434
12.47,-48.754,0.17,-126.961,1.431
12.47,-48.754,0.17,-126.961,1.432
12.471,-48.754,0.17,-126.961,1.433
12.472,-48.753,0.17,-126.961,1.431
12.473,-48.753,0.17,-126.961,1.429
12.486,-48.747,0.17,-126.961,1.43
12.486,-48.747,0.17,-126.961,1.428
12.488,-48.746,0.17,-126.961,1.426
12.489,-48.746,0.17,-126.961,1.427
12.489,-48.746,0.17,-126.961,1.426
12.49,-48.746,0.17,-126.961,1.429
12.491,-48.745,0.17,-126.961,1.429
12.491,-48.745,0.17,-126.961,1.426
12.506,-48.74,0.17,-126.961,1.417
12.508,-48.74,0.17,-124.323,1.419
12.508,-48.739,0.17,-124.323,1.398
12.51,-48.739,0.17,-124.323,1.398
12.511,-48.738,0.17,-124.323,1.401
12.512,-48.738,0.17,-124.323,1.401
12.513,-48.737,0.17,-124.062,1.4
12.514,-48.737,0.17,-124.062,1.397
12.534,-48.731,0.17,-124.062,1.395
12.535,-48.731,0.17,-124.062,1.397
12.536,-48.73,0.17,-124.062,1.396
12.536,-48.73,0.17,-124.062,1.396
12.538,-48.731,0.17,-124.062,1.398
12.539,-48.731,0.17,-124.062,1.393
12.541,-48.73,0.171,-124.062,1.392
12.56,-48.726,0.171,-124.062,1.397
12.561,-48.725,0.171,-120.825,1.399
12.563,-48.725,0.171,-120.825,1.375
12.563,-48.725,0.171,-120.825,1.374
12.564,-48.725,0.171,-120.825,1.375
12.565,-48.725,0.171,-120.825,1.375
12.566,-48.725,0.171,-120.825,1.374
12.567,-48.724,0.171,-120.825,1.373
12.583,-48.72,0.171,-119.09,1.372
12.584,-48.719,0.171,-119.09,1.364
12.585,-48.719,0.171,-119.09,1.364
12.585,-48.718,0.171,-119.09,1.362
12.587,-48.719,0.171,-119.09,1.361
12.587,-48.718,0.171,-119.09,1.36
12.588,-48.717,0.171,-119.09,1.365
12.589,-48.717,0.171,-119.09,1.364
12.602,-48.711,0.171,-121.054,1.367
12.603,-48.711,0.171,-121.054,1.381
12.603,-48.71,0.171,-121.054,1.383
12.604,-48.71,0.171,-121.054,1.385
12.605,-48.709,0.171,-121.054,1.383
12.605,-48.709,0.171,-121.054,1.383
12.605,-48.709,0.171,-121.054,1.383
12.618,-48.703,0.171,-121.054,1.375
12.618,-48.703,0.171,-121.054,1.376
12.619,-48.703,0.171,-121.054,1.374
12.619,-48.703,0.171,-121.054,1.375
12.62,-48.702,0.171,-121.054,1.375
12.621,-48.702,0.171,-121.054,1.375
12.621,-48.702,0.171,-121.054,1.376
12.63,-48.698,0.171,-121.054,1.375
12.63,-48.698,0.171,-121.054,1.376
12.631,-48.697,0.171,-121.054,1.374
12.632,-48.697,0.171,-121.054,1.374
12.633,-48.697,0.171,-121.054,1.373
12.633,-48.696,0.171,-114.629,1.374
12.634,-48.696,0.171,-114.629,1.322
12.645,-48.69,0.171,-114.629,1.339
12.646,-48.69,0.171,-114.629,1.337
12.648,-48.689,0.171,-114.629,1.337
12.648,-48.689,0.171,-114.629,1.337
12.65,-48.688,0.171,-114.629,1.341
12.65,-48.687,0.171,-114.629,1.338
12.652,-48.686,0.171,-114.466,1.34
12.665,-48.674,0.171,-114.466,1.343
12.666,-48.674,0.17,-114.466,1.344
12.666,-48.673,0.17,-114.466,1.34
12.666,-48.673,0.17,-114.466,1.341
12.667,-48.672,0.17,-114.466,1.34
12.667,-48.671,0.17,-114.466,1.34
12.667,-48.671,0.17,-114.466,1.339
12.669,-48.665,0.17,-111.003,1.338
12.669,-48.665,0.169,-111.003,0
12.669,-48.665,0.169,-111.003,1.312
12.669,-48.665,0.169,-111.003,1.307
12.669,-48.664,0.169,-111.003,1.307
12.67,-48.664,0.169,-111.003,1.311
12.67,-48.664,0.169,-111.003,1.312
12.676,-48.659,0.169,-111.003,1.311
12.676,-48.659,0.168,-110.181,1.311
12.677,-48.659,0.168,-110.181,1.303
12.677,-48.658,0.168,-110.181,1.304
12.677,-48.658,0.168,-110.181,1.305
12.678,-48.657,0.168,-110.181,1.305
12.689,-48.65,0.168,-110.181,1.304
12.69,-48.65,0.167,-109.339,0
12.69,-48.649,0.167,-109.339,1.296
12.691,-48.649,0.167,-109.339,1.295
12.692,-48.649,0.167,-109.339,1.297
12.692,-48.648,0.167,-109.339,1.298
12.694,-48.648,0.167,-108.747,1.298
12.711,-48.639,0.167,-108.747,1.29
12.711,-48.639,0.166,-108.747,1.29
12.713,-48.638,0.166,-108.747,1.29
12.714,-48.638,0.166,-108.747,1.29
12.715,-48.637,0.166,-108.747,1.29
12.716,-48.637,0.166,-108.747,1.29
12.716,-48.637,0.166,-108.747,1.29
12.716,-48.637,0.166,-108.747,1.29
12.728,-48.631,0.166,-107.308,0
12.73,-48.631,0.166,-107.308,1.274
12.73,-48.631,0.166,-107.308,1.275
12.731,-48.631,0.166,-109.352,1.275
12.732,-48.63,0.166,-109.352,1.293
12.733,-48.629,0.166,-109.352,1.294
12.733,-48.629,0.166,-109.352,1.294
12.734,-48.629,0.166,-109.352,1.294
12.747,-48.622,0.166,-109.352,1.293
12.748,-48.621,0.165,-109.352,1.294
12.748,-48.621,0.165,-118.458,1.294
12.749,-48.62,0.165,-118.458,1.368
12.75,-48.62,0.165,-118.458,1.368
12.751,-48.619,0.165,-118.458,1.37
12.752,-48.619,0.165,-118.458,1.37
12.752,-48.619,0.165,-118.458,1.37
12.753,-48.618,0.165,-118.458,1.362
12.764,-48.611,0.165,-119.11,1.364
12.765,-48.611,0.165,-119.11,1.369
12.765,-48.61,0.165,-119.11,1.37
12.766,-48.61,0.165,-119.11,1.369
12.766,-48.61,0.165,-119.11,1.367
12.767,-48.609,0.165,-119.11,1.367
12.776,-48.605,0.165,-119.11,1.36
12.776,-48.605,0.165,-122.635,1.36
12.777,-48.605,0.165,-122.635,1.387
12.777,-48.605,0.165,-122.635,1.387
12.777,-48.605,0.165,-122.635,1.388
12.778,-48.604,0.165,-122.635,1.388
12.778,-48.604,0.165,-122.635,1.388
12.785,-48.602,0.165,-122.635,1.39
12.785,-48.602,0.165,-122.635,1.39
12.785,-48.602,0.165,-122.635,1.389
12.786,-48.602,0.165,-122.635,1.388
12.786,-48.602,0.165,-122.635,1.389
12.786,-48.602,0.165,-122.635,1.39
12.787,-48.602,0.165,-122.635,1.39
12.787,-48.602,0.165,-122.635,1.39
12.789,-48.6,0.165,-122.635,1.39
12.789,-48.6,0.165,-122.635,1.387
12.789,-48.6,0.165,-122.635,1.388
12.789,-48.6,0.165,-122.635,1.389
12.79,-48.6,0.165,-124.369,1.39
12.79,-48.6,0.165,-124.369,1.403
12.79,-48.599,0.165,-124.369,1.406
12.79,-48.599,0.165,-124.369,1.409
12.79,-48.596,0.165,-124.369,1.403
12.79,-48.596,0.165,-124.369,1.403
12.79,-48.596,0.165,-124.369,1.403
12.79,-48.596,0.165,-124.369,1.404
12.791,-48.596,0.165,-126.823,1.409
12.791,-48.596,0.165,-126.823,1.426
12.791,-48.596,0.165,-126.823,1.425
12.791,-48.595,0.165,-126.823,1.427
12.794,-48.593,0.165,-126.823,1.422
12.795,-48.592,0.165,-126.823,1.419
12.795,-48.591,0.165,-126.823,1.423
12.795,-48.591,0.165,-126.823,1.426
12.796,-48.591,0.165,-126.823,1.423
12.796,-48.591,0.165,-126.823,1.422
12.81,-48.582,0.165,-129.089,1.421
12.81,-48.581,0.165,-129.089,1.436
12.811,-48.581,0.165,-129.089,1.438
12.811,-48.581,0.165,-129.089,1.437
12.811,-48.581,0.165,-129.089,1.436
12.811,-48.581,0.165,-129.089,1.438
12.812,-48.581,0.165,-129.089,1.438
12.816,-48.579,0.165,-129.089,1.436
12.817,-48.579,0.165,-131.558,1.435
12.817,-48.579,0.165,-131.558,1.455
12.817,-48.579,0.165,-131.558,1.456
