x (nm),y (nm),stmz (nm),tunneling current (pA),Force (N)
11.612,-49.569,0.174,-80.948,1.032
11.612,-49.569,0.174,-80.948,1.031
11.612,-49.568,0.174,-80.948,1.034
11.612,-49.568,0.174,-80.948,1.036
11.612,-49.568,0.174,-80.948,1.035
11.612,-49.568,0.174,-80.948,1.033
11.612,-49.568,0.174,-80.948,1.035
11.61,-49.563,0.174,-80.948,1.042
11.61,-49.563,0.173,-80.948,1.042
11.61,-49.562,0.173,-80.948,1.047
11.61,-49.561,0.173,-80.948,1.049
11.61,-49.561,0.173,-80.948,1.052
11.61,-49.56,0.173,-80.948,1.054
11.61,-49.559,0.173,-80.948,1.054
11.61,-49.559,0.173,-80.948,1.051
11.619,-49.547,0.173,-80.948,1.061
11.619,-49.547,0.171,-81.384,1.061
11.619,-49.546,0.171,-81.384,1.063
11.62,-49.545,0.171,-81.384,1.066
11.621,-49.545,0.171,-81.384,1.069
11.621,-49.544,0.171,-81.384,1.066
11.622,-49.545,0.171,-81.384,1.066
11.623,-49.544,0.171,-81.384,1.063
11.643,-49.537,0.171,-81.384,1.065
11.644,-49.536,0.169,-81.384,1.065
11.645,-49.536,0.169,-81.384,1.065
11.646,-49.536,0.169,-81.384,1.065
11.647,-49.536,0.169,-81.384,1.065
11.648,-49.535,0.169,-81.384,1.063
11.649,-49.535,0.169,-81.384,1.063
11.65,-49.535,0.169,-81.384,1.063
11.65,-49.535,0.169,-81.384,1.063
11.676,-49.526,0.169,-81.384,1.057
11.677,-49.525,0.167,-83.034,1.057
11.679,-49.525,0.167,-83.034,1.073
11.68,-49.524,0.167,-83.034,1.071
11.682,-49.523,0.167,-83.034,1.069
11.683,-49.523,0.167,-83.034,1.07
11.684,-49.522,0.167,-83.034,1.071
11.685,-49.522,0.167,-83.034,1.072
11.713,-49.51,0.167,-83.034,1.067
11.715,-49.508,0.166,-83.301,1.064
11.716,-49.508,0.166,-83.301,1.069
11.717,-49.507,0.166,-83.301,1.071
11.718,-49.507,0.166,-83.301,1.069
11.719,-49.506,0.166,-83.301,1.066
11.721,-49.505,0.166,-83.301,1.065
11.738,-49.498,0.166,-83.301,1.056
11.738,-49.497,0.166,-83.301,1.059
11.738,-49.497,0.166,-83.301,1.058
11.738,-49.497,0.166,-83.18,1.057
11.738,-49.497,0.166,-83.18,1.054
11.739,-49.497,0.165,-83.18,1.059
11.739,-49.497,0.165,-83.18,1.055
11.74,-49.497,0.165,-83.18,1.052
11.74,-49.497,0.165,-83.18,1.052
11.74,-49.497,0.165,-83.18,1.052
11.74,-49.497,0.165,-83.18,1.052
11.74,-49.497,0.165,-83.18,1.052
11.74,-49.497,0.165,-83.18,1.052
11.74,-49.497,0.165,-83.18,1.052
11.74,-49.496,0.165,-83.547,1.05
11.74,-49.496,0.166,-83.547,1.054
11.74,-49.495,0.166,-83.547,1.051
11.74,-49.495,0.166,-83.547,1.053
11.74,-49.495,0.166,-83.547,1.051
11.74,-49.495,0.166,-96.399,1.05
11.74,-49.495,0.166,-96.399,1.169
11.74,-49.495,0.166,-96.399,1.17
11.738,-49.492,0.166,-96.629,1.151
11.738,-49.492,0.167,-96.629,1.156
11.738,-49.492,0.167,-96.629,1.156
11.738,-49.492,0.167,-96.629,1.158
11.738,-49.492,0.167,-96.629,1.16
11.738,-49.492,0.167,-96.629,1.159
11.738,-49.492,0.167,-96.629,1.158
11.738,-49.492,0.167,-96.629,1.159
11.739,-49.491,0.167,-96.629,1.166
11.739,-49.491,0.167,-96.629,1.166
11.739,-49.49,0.167,-96.629,1.164
11.739,-49.49,0.167,-105.292,1.165
11.739,-49.49,0.167,-105.292,1.237
11.739,-49.49,0.168,-105.292,1.239
11.739,-49.49,0.168,-105.292,1.24
11.747,-49.489,0.168,-105.292,1.226
11.747,-49.489,0.17,-106.09,1.231
11.747,-49.489,0.17,-106.09,1.237
11.748,-49.488,0.17,-106.09,1.239
11.749,-49.488,0.17,-106.09,1.238
11.75,-49.488,0.171,-106.09,1.239
11.75,-49.488,0.171,-106.09,1.239
11.751,-49.488,0.171,-106.09,1.238
11.76,-49.483,0.171,-106.09,1.243
11.761,-49.482,0.171,-106.09,1.247
11.762,-49.482,0.172,-106.09,1.248
11.772,-49.477,0.172,-108.245,1.251
11.773,-49.477,0.172,-108.245,1.268
11.773,-49.477,0.172,-108.245,1.27
11.774,-49.477,0.172,-108.245,1.268
11.774,-49.477,0.172,-108.245,1.27
11.775,-49.476,0.172,-108.245,1.269
11.775,-49.476,0.172,-108.245,1.269
11.784,-49.471,0.172,-108.245,1.273
11.784,-49.47,0.172,-108.245,1.272
11.784,-49.47,0.172,-108.245,1.27
11.784,-49.47,0.172,-108.245,1.27
11.784,-49.47,0.172,-108.245,1.271
11.784,-49.47,0.172,-108.245,1.272
11.784,-49.47,0.172,-108.245,1.271
11.785,-49.47,0.172,-108.245,1.27
11.788,-49.467,0.172,-108.245,1.274
11.788,-49.467,0.173,-108.33,1.273
11.789,-49.466,0.173,-108.33,1.272
11.789,-49.466,0.173,-108.33,1.271
11.789,-49.466,0.173,-108.33,1.272
11.79,-49.466,0.173,-108.33,1.272
11.794,-49.461,0.173,-106.331,1.277
11.795,-49.46,0.173,-106.331,1.257
11.795,-49.46,0.173,-106.331,1.256
11.796,-49.46,0.173,-104.279,1.255
11.796,-49.46,0.173,-104.279,1.237
11.796,-49.46,0.173,-104.279,1.238
11.803,-49.454,0.173,-104.279,1.245
11.804,-49.453,0.173,-104.678,1.246
11.804,-49.453,0.173,-104.678,1.246
11.805,-49.453,0.173,-104.678,1.251
11.806,-49.451,0.173,-104.678,1.25
11.806,-49.451,0.173,-104.678,1.251
11.807,-49.45,0.173,-104.678,1.251
11.807,-49.45,0.172,-104.678,1.251
11.807,-49.45,0.172,-104.678,1.249
11.816,-49.439,0.172,-97.774,1.252
11.817,-49.438,0.172,-97.774,1.198
11.818,-49.438,0.172,-97.774,1.195
11.818,-49.437,0.172,-97.774,1.193
11.819,-49.437,0.172,-97.774,1.195
11.819,-49.436,0.172,-97.774,1.198
11.831,-49.423,0.172,-96.35,1.198
11.832,-49.422,0.171,-96.35,1.19
11.832,-49.422,0.171,-96.35,1.188
11.833,-49.421,0.171,-96.35,1.189
11.833,-49.421,0.171,-96.35,1.188
11.833,-49.42,0.171,-96.35,1.184
11.834,-49.419,0.171,-96.35,1.185
11.844,-49.412,0.171,-96.35,1.181
11.845,-49.411,0.17,-96.35,1.182
11.845,-49.41,0.17,-96.35,1.183
11.845,-49.41,0.17,-96.35,1.18
11.846,-49.41,0.17,-96.35,1.181
11.846,-49.41,0.17,-96.35,1.182
11.847,-49.409,0.17,-96.35,1.18
11.855,-49.403,0.17,-96.675,1.188
11.855,-49.403,0.169,-96.675,1.19
11.856,-49.402,0.169,-96.675,1.191
11.856,-49.402,0.169,-96.675,1.193
11.857,-49.401,0.169,-96.675,1.194
11.858,-49.401,0.169,-96.499,1.191
11.859,-49.4,0.169,-96.499,1.191
11.86,-49.4,0.169,-96.499,1.19
11.873,-49.387,0.169,-96.499,1.193
11.874,-49.387,0.168,-96.499,1.191
11.874,-49.386,0.168,-96.499,1.193
11.875,-49.385,0.168,-96.499,1.194
11.875,-49.384,0.168,-96.499,1.192
11.876,-49.383,0.168,-96.499,1.193
11.877,-49.382,0.168,-96.499,1.191
11.887,-49.372,0.168,-96.657,1.192
11.888,-49.371,0.167,-96.657,1.193
11.889,-49.37,0.167,-96.657,1.195
11.889,-49.369,0.167,-96.657,1.194
11.89,-49.369,0.167,-98.507,1.195
11.891,-49.368,0.167,-98.507,1.21
11.902,-49.356,0.166,-98.507,1.209
11.903,-49.355,0.166,-98.507,1.211
11.904,-49.354,0.166,-98.507,1.212
11.905,-49.353,0.165,-98.507,1.213
11.906,-49.352,0.165,-98.507,1.213
11.906,-49.352,0.165,-98.507,1.21
11.917,-49.341,0.165,-107.113,1.212
11.918,-49.339,0.164,-107.113,1.287
11.919,-49.339,0.164,-107.113,1.287
11.92,-49.338,0.164,-107.113,1.284
11.921,-49.338,0.164,-107.113,1.282
11.921,-49.337,0.164,-107.113,1.273
11.929,-49.331,0.164,-107.113,1.266
11.929,-49.33,0.164,-109.14,1.264
11.93,-49.33,0.164,-109.14,1.279
11.931,-49.329,0.164,-111.776,1.282
11.931,-49.329,0.164,-111.776,1.3
11.932,-49.329,0.164,-111.776,1.301
11.94,-49.322,0.164,-111.776,1.288
11.94,-49.322,0.164,-111.776,1.29
11.941,-49.321,0.164,-111.776,1.293
11.941,-49.321,0.165,-111.776,1.291
11.942,-49.319,0.165,-111.776,1.293
11.942,-49.32,0.165,-111.776,1.289
11.942,-49.319,0.165,-111.776,1.288
11.943,-49.319,0.165,-111.776,1.292
11.949,-49.312,0.165,-122.379,1.295
11.949,-49.311,0.165,-122.379,1.38
11.95,-49.311,0.165,-122.379,1.381
11.95,-49.311,0.165,-122.379,1.383
11.95,-49.309,0.165,-122.379,1.38
11.95,-49.309,0.165,-122.379,1.374
11.952,-49.301,0.165,-122.379,1.368
11.952,-49.301,0.166,-124.014,1.372
11.952,-49.3,0.166,-124.014,1.387
11.952,-49.3,0.166,-124.014,1.389
11.953,-49.3,0.166,-124.014,1.391
11.953,-49.298,0.166,-124.014,1.392
11.954,-49.298,0.166,-124.014,1.388
11.957,-49.292,0.166,-124.014,1.388
11.957,-49.291,0.167,-124.014,1.384
11.957,-49.292,0.167,-124.014,1.383
11.957,-49.292,0.167,-124.014,1.383
11.957,-49.291,0.167,-124.014,1.383
11.957,-49.291,0.167,-124.014,1.386
11.959,-49.289,0.168,-132.14,1.382
11.959,-49.289,0.168,-132.14,1.447
11.959,-49.288,0.168,-132.14,1.446
11.959,-49.289,0.168,-132.14,1.446
11.959,-49.289,0.168,-132.14,1.447
11.959,-49.288,0.168,-132.14,1.444
11.959,-49.288,0.169,-132.14,1.444
11.964,-49.286,0.169,-132.032,1.444
11.965,-49.286,0.17,-132.032,1.442
11.965,-49.286,0.17,-132.032,1.442
11.965,-49.286,0.17,-132.032,1.443
11.967,-49.286,0.17,-132.032,1.444
11.967,-49.286,0.17,-132.032,1.449
11.979,-49.282,0.17,-132.032,1.447
11.98,-49.282,0.171,-136.026,1.446
11.98,-49.281,0.171,-136.026,1.478
11.981,-49.282,0.171,-136.026,1.477
11.982,-49.28,0.171,-136.026,1.476
11.983,-49.281,0.171,-136.026,1.477
11.984,-49.281,0.171,-136.026,1.474
11.999,-49.275,0.171,-132.78,1.468
12,-49.274,0.173,-132.78,1.441
12,-49.274,0.173,-132.78,1.441
12,-49.274,0.173,-132.95,1.441
12.002,-49.274,0.173,-132.95,1.446
12.003,-49.274,0.173,-132.95,1.445
12.004,-49.273,0.173,-132.95,1.444
12.014,-49.27,0.173,-131.818,1.453
12.014,-49.27,0.174,-131.818,1.444
12.015,-49.27,0.174,-131.818,1.443
12.016,-49.27,0.174,-131.818,1.445
12.016,-49.27,0.174,-131.818,1.447
12.016,-49.27,0.174,-131.818,1.444
12.017,-49.27,0.174,-131.818,1.443
12.017,-49.269,0.174,-131.818,1.448
12.022,-49.264,0.174,-131.818,1.446
12.023,-49.265,0.175,-131.818,1.445
12.023,-49.264,0.175,-121.413,1.447
12.023,-49.263,0.175,-121.413,1.369
12.023,-49.263,0.175,-121.413,1.368
12.023,-49.263,0.175,-121.413,1.368
12.023,-49.262,0.176,-121.413,1.368
12.024,-49.252,0.176,-122.088,1.378
12.024,-49.251,0.176,-122.088,1.388
12.024,-49.251,0.176,-122.088,1.384
12.024,-49.25,0.176,-122.088,1.383
12.024,-49.25,0.176,-122.088,1.381
12.023,-49.25,0.176,-122.088,1.38
12.023,-49.249,0.176,-122.088,1.38
12.023,-49.249,0.176,-122.088,1.38
12.022,-49.241,0.176,-123.139,1.383
12.022,-49.241,0.176,-123.139,1.389
12.022,-49.24,0.176,-117.856,1.389
12.022,-49.24,0.176,-117.856,1.346
12.022,-49.24,0.176,-117.856,1.346
12.022,-49.24,0.176,-117.856,1.348
12.022,-49.231,0.176,-117.856,1.348
12.023,-49.23,0.176,-117.72,1.351
12.022,-49.23,0.176,-117.72,1.351
12.022,-49.229,0.176,-117.72,1.348
12.022,-49.229,0.176,-117.72,1.349
12.022,-49.229,0.176,-117.72,1.347
12.022,-49.229,0.176,-117.72,1.348
12.021,-49.22,0.176,-118.341,1.347
12.021,-49.219,0.177,-118.341,1.351
12.021,-49.218,0.177,-118.341,1.356
12.021,-49.218,0.177,-118.341,1.354
12.021,-49.218,0.177,-118.341,1.353
12.021,-49.218,0.177,-118.341,1.352
12.021,-49.217,0.177,-118.341,1.351
12.022,-49.207,0.177,-118.341,1.348
12.022,-49.206,0.177,-113.899,1.349
12.022,-49.206,0.177,-113.899,1.315
12.022,-49.205,0.177,-113.899,1.315
12.022,-49.204,0.177,-113.899,1.317
12.022,-49.204,0.177,-113.899,1.32
12.024,-49.194,0.177,-113.936,1.323
12.024,-49.193,0.177,-113.936,1.319
12.024,-49.193,0.177,-113.936,1.32
12.025,-49.192,0.177,-113.936,1.323
12.025,-49.191,0.177,-113.936,1.32
12.025,-49.191,0.177,-113.936,1.319
12.025,-49.185,0.177,-112.99,1.318
12.025,-49.183,0.177,-112.99,1.315
12.025,-49.183,0.177,-112.99,1.313
12.026,-49.183,0.177,-112.99,1.31
12.026,-49.182,0.177,-112.99,1.31
12.026,-49.182,0.177,-112.99,1.311
12.027,-49.168,0.177,-112.99,1.315
12.027,-49.168,0.177,-112.99,1.316
12.027,-49.167,0.177,-112.99,1.317
12.027,-49.167,0.177,-112.99,1.316
12.027,-49.165,0.177,-112.99,1.316
12.028,-49.165,0.177,-112.99,1.314
12.028,-49.164,0.177,-112.99,1.316
12.03,-49.148,0.177,-114.488,1.323
12.03,-49.148,0.177,-114.488,1.336
12.03,-49.146,0.177,-114.488,1.336
12.03,-49.146,0.177,-114.488,1.337
12.03,-49.145,0.177,-114.488,1.34
12.03,-49.145,0.176,-114.488,1.339
12.03,-49.145,0.176,-114.488,1.339
12.031,-49.144,0.176,-114.488,1.336
12.032,-49.133,0.176,-114.781,1.334
12.032,-49.133,0.176,-114.781,1.336
12.032,-49.132,0.176,-114.781,1.338
12.032,-49.131,0.176,-114.885,1.336
12.032,-49.131,0.176,-114.885,1.337
12.032,-49.13,0.176,-114.885,1.336
12.033,-49.12,0.176,-114.885,1.327
12.032,-49.12,0.176,-114.885,1.328
12.033,-49.119,0.176,-114.885,1.33
12.033,-49.118,0.176,-115.697,1.328
12.033,-49.118,0.176,-115.697,1.336
12.033,-49.118,0.176,-115.697,1.339
12.033,-49.117,0.176,-115.697,1.334
12.033,-49.11,0.176,-115.697,1.345
12.033,-49.109,0.175,-115.697,1.346
12.034,-49.109,0.175,-115.697,1.346
12.034,-49.109,0.175,-115.697,1.346
12.034,-49.108,0.175,-115.686,1.347
12.034,-49.107,0.175,-115.686,1.347
12.034,-49.107,0.175,-115.686,1.348
12.036,-49.095,0.175,-115.686,0
12.036,-49.094,0.175,-115.686,1.338
12.036,-49.093,0.175,-115.686,1.341
12.036,-49.093,0.174,-124.121,1.342
12.037,-49.093,0.174,-124.121,1.41
12.037,-49.092,0.174,-124.121,1.409
12.037,-49.092,0.174,-124.121,1.407
12.039,-49.084,0.175,-125.611,1.395
12.039,-49.083,0.175,-125.611,1.406
12.04,-49.084,0.175,-125.611,1.406
12.04,-49.082,0.175,-125.611,1.41
12.041,-49.082,0.175,-125.611,1.41
12.041,-49.081,0.175,-125.611,1.408
12.042,-49.08,0.175,-125.611,1.406
12.052,-49.069,0.175,-127.156,1.415
12.054,-49.068,0.175,-127.156,1.428
12.054,-49.067,0.175,-127.156,1.429
12.055,-49.066,0.175,-127.156,1.425
12.056,-49.065,0.175,-127.156,1.426
12.056,-49.064,0.175,-127.156,1.425
12.058,-49.064,0.175,-127.156,1.422
12.068,-49.051,0.175,-127.156,1.42
12.069,-49.051,0.175,-127.156,1.42
12.07,-49.049,0.175,-127.156,1.417
12.071,-49.049,0.175,-127.156,1.418
12.071,-49.048,0.175,-127.156,1.416
12.073,-49.048,0.175,-127.156,1.417
12.073,-49.047,0.175,-127.156,1.422
12.088,-49.034,0.175,-131.283,1.425
12.088,-49.033,0.176,-131.283,1.454
12.089,-49.033,0.176,-131.283,1.456
12.09,-49.032,0.175,-131.283,1.455
12.09,-49.031,0.176,-131.283,1.457
12.091,-49.031,0.176,-131.283,1.458
12.091,-49.031,0.176,-131.283,1.458
12.101,-49.022,0.176,-131.283,1.455
12.102,-49.023,0.176,-131.352,1.456
12.102,-49.021,0.176,-131.352,1.459
12.103,-49.021,0.176,-131.352,1.458
12.104,-49.021,0.176,-131.352,1.461
12.104,-49.021,0.176,-131.352,1.463
12.105,-49.02,0.176,-131.352,1.457
12.115,-49.016,0.176,-133.5,1.464
12.115,-49.016,0.175,-133.5,1.475
12.116,-49.015,0.175,-133.5,1.476
12.116,-49.015,0.175,-133.577,1.478
12.117,-49.015,0.175,-133.577,1.477
12.125,-49.012,0.175,-133.577,1.475
12.126,-49.011,0.175,-133.577,1.477
12.127,-49.01,0.175,-133.577,1.481
12.128,-49.01,0.175,-133.577,1.478
12.128,-49.01,0.175,-133.577,1.477
12.138,-49.004,0.175,-132.894,1.477
12.139,-49.004,0.175,-132.894,1.473
12.139,-49.003,0.175,-132.894,1.47
12.141,-49.003,0.175,-132.894,1.472
12.142,-49.002,0.175,-132.894,1.469
12.142,-49.002,0.175,-132.894,1.467
12.163,-48.992,0.175,-132.894,1.468
12.164,-48.992,0.175,-132.894,1.467
12.164,-48.992,0.175,-132.894,1.464
12.165,-48.992,0.175,-132.894,1.466
12.167,-48.991,0.175,-132.894,1.467
12.167,-48.99,0.175,-132.894,1.469
12.168,-48.99,0.175,-132.894,1.467
12.185,-48.979,0.175,-132.894,1.459
12.187,-48.978,0.175,-137.125,1.462
12.189,-48.977,0.175,-137.125,1.491
12.19,-48.977,0.175,-137.125,1.492
12.191,-48.976,0.175,-137.125,1.491
12.192,-48.976,0.175,-137.125,1.491
12.21,-48.965,0.175,-137.125,1.493
12.211,-48.964,0.176,-137.125,1.492
12.212,-48.964,0.176,-137.125,1.492
12.212,-48.964,0.176,-137.125,0
12.214,-48.963,0.176,-137.125,1.495
12.214,-48.963,0.176,-137.125,1.494
12.214,-48.962,0.176,-137.125,1.494
12.218,-48.957,0.176,-137.104,1.491
12.218,-48.956,0.177,-137.104,1.492
12.218,-48.956,0.177,-137.104,1.496
12.218,-48.956,0.177,-137.104,1.496
12.219,-48.956,0.177,-137.104,1.494
12.219,-48.951,0.177,-137.104,1.498
12.219,-48.95,0.177,-137.118,1.497
12.219,-48.95,0.177,-137.118,1.497
12.219,-48.95,0.177,-137.118,1.498
12.219,-48.95,0.177,-137.118,1.497
12.219,-48.95,0.177,-138.868,1.497
12.219,-48.95,0.177,-138.868,1.511
12.22,-48.945,0.177,-138.868,1.51
12.22,-48.943,0.177,-138.868,1.513
12.22,-48.943,0.177,-138.868,1.513
12.22,-48.943,0.177,-138.868,1.511
12.22,-48.943,0.177,-138.868,1.51
12.22,-48.943,0.177,-138.868,1.511
12.22,-48.943,0.177,-138.868,1.511
12.221,-48.942,0.177,-138.868,1.514
12.221,-48.942,0.177,-138.868,1.514
12.224,-48.936,0.177,-139.882,1.513
12.225,-48.935,0.177,-139.882,1.521
12.225,-48.935,0.177,-139.882,1.522
12.225,-48.935,0.177,-139.882,1.522
12.226,-48.934,0.177,-139.882,1.519
12.226,-48.934,0.177,-139.882,1.518
12.226,-48.934,0.177,-139.882,1.518
12.229,-48.929,0.177,-139.882,1.517
12.229,-48.929,0.177,-137.424,1.516
12.23,-48.929,0.177,-137.424,1.499
12.23,-48.929,0.177,-137.424,1.5
12.23,-48.928,0.177,-137.424,1.498
12.23,-48.928,0.177,-137.424,1.499
12.23,-48.927,0.177,-137.424,1.498
12.231,-48.928,0.177,-134.946,1.497
12.238,-48.923,0.177,-134.946,1.484
12.239,-48.923,0.177,-134.946,1.483
12.239,-48.923,0.177,-134.946,1.483
12.24,-48.922,0.177,-134.946,1.48
12.24,-48.922,0.177,-134.946,1.487
12.241,-48.921,0.177,-133.211,1.485
12.241,-48.921,0.177,-133.211,1.47
12.242,-48.921,0.177,-133.211,1.47
12.252,-48.915,0.177,-133.211,1.476
12.252,-48.915,0.177,-133.211,1.476
12.252,-48.915,0.177,-133.211,1.473
12.253,-48.914,0.177,-133.211,1.475
12.253,-48.914,0.177,-133.211,1.475
12.254,-48.914,0.177,-133.211,1.474
12.255,-48.914,0.177,-133.211,1.47
12.261,-48.912,0.177,-133.211,1.469
12.261,-48.91,0.177,-133.211,1.47
12.262,-48.91,0.177,-133.211,1.476
12.262,-48.91,0.177,-133.211,1.475
12.262,-48.91,0.177,-133.211,1.473
12.262,-48.909,0.177,-133.211,1.469
12.267,-48.907,0.177,-133.211,1.476
12.267,-48.907,0.177,-133.179,1.475
12.267,-48.907,0.177,-133.179,1.473
12.268,-48.907,0.177,-133.179,1.472
12.268,-48.907,0.177,-133.179,1.472
12.268,-48.907,0.177,-133.179,1.471
12.268,-48.907,0.177,-133.179,1.471
12.278,-48.903,0.177,-133.179,1.472
12.278,-48.903,0.177,-134.526,1.472
12.279,-48.902,0.177,-134.526,1.482
12.279,-48.902,0.177,-134.526,1.485
12.28,-48.902,0.177,-134.526,1.483
12.28,-48.901,0.177,-134.526,1.479
12.281,-48.901,0.177,-134.526,1.479
12.292,-48.897,0.177,-132.714,1.484
12.293,-48.897,0.177,-132.714,1.469
12.293,-48.897,0.177,-132.714,1.469
12.294,-48.896,0.177,-132.714,1.469
12.295,-48.896,0.177,-132.714,1.47
12.296,-48.896,0.177,-132.714,1.472
12.297,-48.896,0.177,-132.714,1.474
12.316,-48.887,0.177,-132.714,1.477
12.317,-48.887,0.176,-132.815,1.477
12.317,-48.886,0.176,-132.815,1.478
12.318,-48.885,0.176,-132.815,1.477
12.32,-48.885,0.176,-132.815,1.474
12.32,-48.885,0.176,-132.815,1.475
12.322,-48.884,0.176,-132.815,1.477
12.335,-48.879,0.176,-131.482,1.472
12.336,-48.878,0.176,-131.482,1.464
12.337,-48.878,0.176,-131.482,1.463
12.337,-48.878,0.176,-131.482,1.465
12.338,-48.877,0.176,-131.482,1.461
12.339,-48.877,0.176,-131.482,1.465
12.351,-48.87,0.176,-131.482,1.472
12.352,-48.868,0.175,-131.482,1.467
12.353,-48.868,0.175,-131.482,1.468
12.354,-48.868,0.175,-131.482,1.468
12.355,-48.867,0.175,-131.482,1.469
12.355,-48.866,0.175,-131.482,1.469
12.369,-48.859,0.175,-131.482,1.459
12.369,-48.859,0.175,-128.847,1.459
12.37,-48.858,0.175,-128.847,1.439
12.372,-48.858,0.175,-128.847,1.441
12.373,-48.857,0.175,-128.847,1.441
12.373,-48.857,0.175,-128.847,1.442
12.373,-48.857,0.175,-128.847,1.441
12.381,-48.852,0.175,-128.847,1.439
12.382,-48.852,0.175,-128.847,1.437
12.383,-48.852,0.175,-128.847,1.438
12.383,-48.852,0.175,-128.847,1.438
12.384,-48.852,0.175,-128.847,1.441
12.384,-48.852,0.175,-128.847,1.443
12.384,-48.852,0.175,-128.847,1.442
12.393,-48.849,0.175,-128.847,1.441
12.394,-48.849,0.174,-130.628,1.44
12.394,-48.849,0.174,-130.628,1.453
12.394,-48.849,0.174,-130.628,1.453
12.395,-48.849,0.174,-130.628,1.452
12.396,-48.849,0.174,-130.628,1.457
12.397,-48.849,0.174,-130.628,1.455
12.403,-48.849,0.174,-131.123,1.452
12.404,-48.849,0.174,-131.123,1.456
12.404,-48.849,0.174,-131.123,1.456
12.404,-48.849,0.174,-131.123,1.456
12.404,-48.849,0.174,-131.123,1.456
12.404,-48.849,0.174,-131.123,1.456
12.405,-48.849,0.174,-131.123,1.456
12.411,-48.85,0.174,-131.123,1.456
12.412,-48.85,0.174,-130.756,1.456
12.413,-48.85,0.174,-130.756,1.453
12.414,-48.85,0.174,-130.756,1.453
12.414,-48.85,0.174,-130.756,1.453
12.414,-48.85,0.174,-130.756,1.453
12.424,-48.85,0.174,-130.756,1.458
12.424,-48.85,0.174,-131.776,1.457
12.425,-48.85,0.174,-131.776,1.463
12.425,-48.85,0.174,-131.776,1.462
12.426,-48.85,0.174,-131.776,1.461
12.426,-48.85,0.174,-131.776,1.461
12.427,-48.85,0.174,-131.776,1.461
12.437,-48.849,0.174,-131.776,1.457
12.438,-48.849,0.174,-131.776,1.458
12.439,-48.849,0.174,-131.776,1.459
12.44,-48.849,0.174,-131.024,1.458
12.44,-48.849,0.174,-131.024,1.451
12.441,-48.849,0.174,-131.024,1.453
12.442,-48.849,0.174,-131.024,1.453
12.444,-48.848,0.174,-131.024,1.451
12.461,-48.839,0.174,-131.024,1.464
12.464,-48.837,0.174,-131.024,1.462
12.464,-48.837,0.174,-131.024,1.461
12.465,-48.837,0.174,-131.024,1.459
12.466,-48.836,0.174,-131.024,1.461
12.467,-48.836,0.174,-126.146,1.428
12.469,-48.835,0.174,-126.146,1.426
12.489,-48.82,0.174,-126.146,1.438
12.49,-48.819,0.173,-126.146,1.439
12.491,-48.819,0.173,-126.146,1.436
12.491,-48.819,0.173,-126.146,1.434
12.492,-48.818,0.173,-126.146,1.436
12.493,-48.817,0.173,-126.146,1.433
12.494,-48.817,0.173,-126.146,1.432
12.495,-48.817,0.173,-126.146,1.431
12.504,-48.806,0.173,-126.146,1.43
12.505,-48.804,0.172,-126.146,1.433
12.505,-48.804,0.172,-126.146,1.432
12.505,-48.803,0.172,-126.146,1.433
12.506,-48.803,0.172,-126.146,1.432
12.506,-48.803,0.172,-126.146,1.431
12.506,-48.802,0.172,-120.053,1.43
12.507,-48.791,0.172,-120.053,1.395
12.507,-48.791,0.171,-120.053,1.392
12.508,-48.79,0.171,-120.053,1.392
12.508,-48.79,0.17,-120.053,1.394
12.508,-48.79,0.17,-120.053,1.389
12.508,-48.789,0.17,-120.053,1.39
12.508,-48.789,0.17,-120.053,1.392
12.508,-48.788,0.17,-120.053,1.394
12.508,-48.787,0.17,-120.053,1.393
12.509,-48.779,0.17,-120.053,1.387
12.509,-48.779,0.169,-120.053,1.385
12.51,-48.778,0.169,-120.053,1.386
12.51,-48.778,0.169,-120.053,1.385
12.51,-48.777,0.169,-120.053,1.384
12.51,-48.776,0.169,-120.053,1.388
12.515,-48.766,0.169,-120.053,1.38
12.515,-48.766,0.168,-120.615,1.38
12.515,-48.764,0.168,-120.615,1.382
12.515,-48.764,0.168,-120.615,1.383
12.516,-48.763,0.168,-120.615,1.384
12.516,-48.763,0.168,-120.615,1.385
12.516,-48.762,0.168,-120.615,1.388
12.522,-48.749,0.168,-120.615,1.395
12.523,-48.748,0.167,-120.615,1.391
12.523,-48.748,0.167,-120.615,1.392
12.524,-48.746,0.167,-120.615,1.394
12.524,-48.746,0.167,-120.615,1.39
12.524,-48.745,0.167,-120.615,1.393
12.527,-48.732,0.167,-118.669,1.388
12.527,-48.732,0.166,-118.669,1.375
12.527,-48.732,0.166,-118.669,1.373
12.527,-48.731,0.166,-118.669,1.373
12.527,-48.731,0.166,-118.669,1.371
12.527,-48.73,0.166,-118.669,1.374
12.527,-48.73,0.166,-118.669,1.373
12.527,-48.729,0.166,-118.669,1.372
12.527,-48.729,0.166,-117.041,1.375
12.529,-48.717,0.166,-117.041,1.358
12.529,-48.716,0.165,-117.041,1.358
12.529,-48.716,0.165,-117.041,1.358
12.529,-48.716,0.165,-117.041,1.357
12.529,-48.715,0.165,-117.041,1.357
12.529,-48.714,0.165,-117.041,1.357
12.529,-48.708,0.165,-117.041,1.356
12.529,-48.707,0.164,-120.762,1.357
12.529,-48.707,0.164,-120.762,1.386
12.529,-48.707,0.164,-120.762,1.383
12.529,-48.706,0.164,-120.762,1.384
12.529,-48.706,0.164,-120.762,1.385
